eval_loss,eval_accuracy,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.198554128408432,0.930045871559633,0.0353162361120959,8.7972,99.122,3.183,1.0
0.20569057762622833,0.9334862385321101,0.03682712376664536,8.7938,99.161,3.184,2.0
0.24441389739513397,0.930045871559633,0.051335789126540576,8.8022,99.066,3.181,3.0
0.23472896218299866,0.930045871559633,0.04927843296473175,8.7995,99.096,3.182,4.0
0.2056998461484909,0.9334862385321101,0.038954005465594965,8.7946,99.152,3.184,5.0
0.22505304217338562,0.9277522935779816,0.049519212831051,8.8054,99.03,3.18,6.0
0.2716250419616699,0.9277522935779816,0.052804971916959945,8.815,98.922,3.176,7.0
0.2052634358406067,0.9380733944954128,0.0347900588167917,8.7999,99.092,3.182,8.0
0.2550221085548401,0.9311926605504587,0.05477623135671707,8.8083,98.998,3.179,9.0
0.2390640377998352,0.9357798165137615,0.0449655983562863,8.801,99.08,3.181,10.0
0.19858376681804657,0.9403669724770642,0.037200206053366325,8.8035,99.051,3.181,11.0
0.22468626499176025,0.9403669724770642,0.04292852978367325,8.8173,98.897,3.176,12.0
0.2729091942310333,0.9392201834862385,0.05378932512681414,8.8037,99.049,3.18,13.0
0.2611536383628845,0.9357798165137615,0.05282119196762728,8.8053,99.031,3.18,14.0
0.22569820284843445,0.9438073394495413,0.04224321116274654,8.7947,99.151,3.184,15.0
0.2530214190483093,0.9346330275229358,0.052374518724209645,8.7896,99.208,3.186,16.0
0.25185373425483704,0.9380733944954128,0.050766341729995265,8.7874,99.233,3.186,17.0
0.24214684963226318,0.9357798165137615,0.05125940126290019,8.8616,98.402,3.16,18.0
0.22964748740196228,0.9380733944954128,0.04697793325699793,8.8039,99.047,3.18,19.0
0.18955230712890625,0.9472477064220184,0.03443491609271508,8.8018,99.071,3.181,20.0
0.2725297212600708,0.9461009174311926,0.048866589476756046,8.8085,98.995,3.179,21.0
0.25217369198799133,0.9380733944954128,0.050739807956809345,8.784,99.272,3.188,22.0
0.24700598418712616,0.9369266055045872,0.055220115212125484,8.7869,99.239,3.187,23.0
0.24770687520503998,0.9472477064220184,0.04496927586717346,8.7951,99.146,3.184,24.0
0.2489730715751648,0.944954128440367,0.048521616453424454,8.7911,99.191,3.185,25.0
0.235325887799263,0.9392201834862385,0.0488847142102522,8.7948,99.15,3.184,26.0
0.3053075075149536,0.9392201834862385,0.05240204506510993,8.7904,99.199,3.185,27.0
0.237243190407753,0.9438073394495413,0.04821034678078576,8.7931,99.169,3.184,28.0
0.219431534409523,0.9495412844036697,0.04159226774349129,8.7951,99.147,3.184,29.0
0.2549391984939575,0.9438073394495413,0.046460873831849554,8.7995,99.096,3.182,30.0
0.29879218339920044,0.9403669724770642,0.05443567331504381,8.7894,99.211,3.186,31.0
0.2776029706001282,0.9403669724770642,0.055297596602264916,8.7973,99.122,3.183,32.0
0.24031974375247955,0.9461009174311926,0.04184445930183485,8.7915,99.187,3.185,33.0
0.23904627561569214,0.9438073394495413,0.04783413265276394,8.7974,99.12,3.183,34.0
0.22439558804035187,0.9438073394495413,0.04490895569324492,8.7986,99.107,3.182,35.0
0.23860928416252136,0.9438073394495413,0.04677417676109786,8.8043,99.043,3.18,36.0
0.23252011835575104,0.9472477064220184,0.045230148103805864,8.7954,99.143,3.183,37.0
0.31524479389190674,0.9380733944954128,0.0570041077946304,8.8084,98.997,3.179,38.0
0.2744903266429901,0.9426605504587156,0.05229476736773042,8.8026,99.061,3.181,39.0
0.281737357378006,0.9461009174311926,0.047965147284739655,8.7974,99.12,3.183,40.0
0.27128881216049194,0.9380733944954128,0.05190281816031952,8.8063,99.02,3.18,41.0
0.25885578989982605,0.9495412844036697,0.0451897518077028,8.7913,99.189,3.185,42.0
0.2497330904006958,0.9506880733944955,0.04596812777016139,8.8042,99.043,3.18,43.0
0.2496563345193863,0.9518348623853211,0.04305067227794485,8.8082,98.998,3.179,44.0
0.2570846974849701,0.9461009174311926,0.0464940404673235,8.7986,99.107,3.182,45.0
0.26155897974967957,0.9461009174311926,0.05168348933578634,8.8023,99.065,3.181,46.0
0.270060271024704,0.948394495412844,0.04681002075245623,8.8015,99.074,3.181,47.0
0.3003767430782318,0.9472477064220184,0.04820425275268909,8.8118,98.959,3.178,48.0
0.31373101472854614,0.944954128440367,0.051219574218496246,8.8122,98.954,3.177,49.0
0.29233184456825256,0.944954128440367,0.048889985393493554,8.8084,98.996,3.179,50.0
0.3144811987876892,0.9346330275229358,0.06059519625311603,8.7969,99.126,3.183,51.0
0.29273244738578796,0.9403669724770642,0.05298526188649169,8.8005,99.085,3.182,52.0
0.31809288263320923,0.948394495412844,0.05354503289275211,8.7979,99.115,3.183,53.0
0.29890304803848267,0.9461009174311926,0.05085144800330524,8.8086,98.994,3.179,54.0
0.3079056739807129,0.9438073394495413,0.05228743750020996,8.8032,99.055,3.181,55.0
0.3284013271331787,0.9461009174311926,0.049890631245910554,8.8096,98.983,3.178,56.0
0.3305554986000061,0.9438073394495413,0.05297139512562972,8.8047,99.038,3.18,57.0
0.3497639000415802,0.9415137614678899,0.05438225928249705,8.8046,99.039,3.18,58.0
0.3463265001773834,0.944954128440367,0.05105340432956674,8.8009,99.081,3.181,59.0
0.3489333689212799,0.9438073394495413,0.05138414940976217,8.79,99.203,3.185,60.0
