eval_loss,eval_model_preparation_time,eval_accuracy,eval_f1,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.7194747924804688,0.0064,0.3700980392156863,0.3654320987654321,0.1558046492875791,0.19873871610445132,0.1558046492875791,0.17494343191969627,0.04002900991369697,0.04002900991369697,0.04002900991369697,0.5262068571968515,4.4366,91.963,2.93,0
0.3696661591529846,0.0064,0.8406862745098039,0.8869565217391304,0.034427395053938326,0.05027344098369425,0.06912049494291606,0.04278663092968509,0.3119404592921743,0.3144729885491816,0.3144729885491816,0.2333012427354345,4.4831,91.008,2.9,1.0
0.2780468761920929,0.0064,0.8897058823529411,0.9225473321858864,0.034847797716365154,0.058396518358266813,0.07599836274197225,0.03196885188420614,0.37304004076610786,0.39492753951127174,0.3985340239389687,0.16784023494508551,4.4864,90.942,2.898,2.0
0.3081567585468292,0.0064,0.8921568627450981,0.9238754325259516,0.05948651187560142,0.06462806610358587,0.3209854046503703,0.05866488989661723,0.40777000461953067,0.4260869548415844,0.4325399375429495,0.17419956754698762,4.4771,91.131,2.904,3.0
0.3463831841945648,0.0064,0.8774509803921569,0.9140893470790378,0.08267382853755764,0.08801114479737246,0.24611287646823454,0.07213386951708328,0.42071242940701625,0.41534400968825747,0.4349784572476998,0.19339256468573848,4.4753,91.167,2.905,4.0
0.30560922622680664,0.0064,0.8995098039215687,0.9274336283185841,0.05801633540906159,0.05988387840083234,0.24929864065987728,0.05671156504574944,0.42080727125965117,0.4179812640890944,0.4385336926209462,0.1638443415906442,4.4756,91.161,2.905,5.0
0.4022216796875,0.0064,0.8872549019607843,0.9195804195804196,0.08746077558573559,0.08746078081757708,0.45905594314847675,0.08085328924889656,0.4437019691830224,0.4387580952453412,0.458750265074158,0.186222680954183,4.4705,91.265,2.908,6.0
0.4254396855831146,0.0064,0.8946078431372549,0.9230769230769231,0.07836644161565637,0.08071553536152064,0.4645311066082546,0.07845510805354398,0.4534652494045843,0.45269369882292537,0.44073537148204933,0.17190851334366056,4.4693,91.29,2.909,7.0
0.49877458810806274,0.0064,0.9093137254901961,0.9352014010507881,0.07800569823559596,0.07854877470184446,0.5138359665870667,0.07403011532390817,0.451762979459552,0.46370780048799687,0.44317167270294067,0.16594125793204287,4.4655,91.366,2.911,8.0
0.5794479846954346,0.0064,0.8970588235294118,0.926056338028169,0.08998263408156007,0.09224491712423818,0.3703799843788147,0.08998639910828835,0.45603711082694237,0.45610529023046475,0.44786667742511055,0.18797302466548949,4.4661,91.354,2.911,9.0
