eval_loss,eval_model_preparation_time,eval_accuracy,eval_f1,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6954031586647034,0.0174,0.3799019607843137,0.30684931506849317,0.12716834217894313,0.18677242436245378,0.12716834217894313,0.12716836789075064,0.021277593631370398,0.021277593631370398,0.021277593631370398,0.5022573589051355,14.9078,27.368,3.421,0
0.5850284099578857,0.0174,0.6838235294117647,0.8122270742358079,0.1383732285569696,0.13837322433862617,0.43627843450992665,0.14510344640881406,0.28059958900306736,0.28059958900306736,0.28059958900306736,0.40506512021946645,25.8468,15.785,1.973,1.0
0.412516713142395,0.0174,0.8455882352941176,0.8930390492359932,0.08461137174391281,0.0974734661137393,0.189191738764445,0.07693918078553444,0.35880431124168477,0.3793982210182173,0.3793982210182173,0.2293061253091055,26.0386,15.669,1.959,2.0
0.29672351479530334,0.0174,0.8799019607843137,0.9113924050632911,0.04705817676058004,0.05255617916483578,0.28375446796417236,0.05146656199997548,0.3875489676055834,0.4011765699011876,0.4011765699011876,0.17960706019349196,26.0307,15.674,1.959,3.0
0.27552857995033264,0.0174,0.8970588235294118,0.9257950530035336,0.045172011151033246,0.047341501607340485,0.20842489931318497,0.05146047297646017,0.39336165074243457,0.4260976619678367,0.4260976619678367,0.16203374343140373,26.0023,15.691,1.961,4.0
0.276682585477829,0.0174,0.8897058823529411,0.9228130360205832,0.03849864488138874,0.04719945550987531,0.2512100168636867,0.04477949235953536,0.4159460087665174,0.4159460087665174,0.4159460087665174,0.16440797411571853,26.045,15.665,1.958,5.0
0.34470704197883606,0.0174,0.9093137254901961,0.9326047358834244,0.07286050097615111,0.07853808670245367,0.15157848596572876,0.07427655949312097,0.4754951689073927,0.47012959697595386,0.47012959697595386,0.16693103801172032,26.0369,15.67,1.959,6.0
0.38012412190437317,0.0174,0.9019607843137255,0.9293286219081273,0.08482191477920492,0.0864630388735118,0.7317674160003662,0.08409102640899958,0.45362789192620445,0.45797495955818757,0.45797495955818757,0.17931504484095295,25.9389,15.729,1.966,7.0
0.4159541130065918,0.0174,0.9044117647058824,0.9312169312169312,0.08306554164372233,0.08463212270654882,0.35546255111694336,0.08369601707832484,0.4385492112408629,0.4534764475334878,0.46469995987703727,0.17532561546094577,26.0236,15.678,1.96,8.0
0.4258367419242859,0.0174,0.8848039215686274,0.9179755671902269,0.10149830214533155,0.10149826682526529,0.6653236204927617,0.10287102647856168,0.4430221155285835,0.46456719081884235,0.46456719081884235,0.2040145274525448,25.8011,15.813,1.977,9.0
0.5170086622238159,0.0174,0.8921568627450981,0.9219858156028369,0.10008182537321952,0.1000818197641695,0.5067821741104126,0.10048897710500977,0.46925284547488333,0.43269224968532743,0.4695838333680905,0.20265553966224992,25.8279,15.797,1.975,10.0
0.5309845209121704,0.0174,0.8970588235294118,0.926056338028169,0.09949078425472856,0.0994908366216502,0.3944578766822815,0.09700954077290554,0.4629800769426258,0.44430578190780756,0.4611446365710362,0.20056007423370667,25.8301,15.796,1.974,11.0
0.5928915143013,0.0174,0.8921568627450981,0.9214285714285714,0.10567737458383332,0.10567742876261108,0.8723790049552917,0.10277569060232128,0.43828850334340885,0.4435233295590789,0.47209319293738095,0.20998642583064317,25.861,15.777,1.972,12.0
0.6944912075996399,0.0174,0.8921568627450981,0.9228070175438596,0.10426669816176101,0.10426672582466648,0.33712385098139447,0.1043101443963892,0.43582671346529467,0.4593780839086875,0.44796604560851727,0.2089521992875259,25.7911,15.819,1.977,13.0
0.701114296913147,0.0174,0.8872549019607843,0.9195804195804196,0.1100233541984184,0.11002333053643355,0.8727693557739258,0.11006307718800563,0.4434992854840287,0.44423473913710476,0.4542253875925069,0.21925064110607867,25.8074,15.809,1.976,14.0
0.6739445328712463,0.0174,0.9019607843137255,0.9293286219081273,0.09396486247287081,0.09396486118959158,0.8602834939956665,0.09209156503864364,0.4517412152872131,0.4649204529477242,0.4472442233770348,0.18605067302251327,25.8236,15.799,1.975,15.0
0.7570924162864685,0.0174,0.8946078431372549,0.9244288224956063,0.10571894049644474,0.10571890022829927,0.8159838914871216,0.1020984182170793,0.44832934030200533,0.46751949226835,0.4548053381054991,0.208783416968636,25.6544,15.904,1.988,16.0
0.7693937420845032,0.0174,0.9019607843137255,0.9293286219081273,0.09648271036498687,0.09648264271876829,0.8579375743865967,0.09648953232110716,0.455372945867854,0.46574558457359677,0.4642813889430295,0.19159117605118056,25.7996,15.814,1.977,17.0
0.7246385216712952,0.0174,0.9019607843137255,0.9298245614035088,0.0955363512039184,0.09639277717510326,0.7493513822555542,0.09554756973304002,0.45095475524168394,0.48078850508892623,0.4861840462962335,0.19137548325633424,25.8256,15.798,1.975,18.0
0.7793805003166199,0.0174,0.9044117647058824,0.9314586994727593,0.0947520775245685,0.09475202926735032,0.7660669088363647,0.09157269842484417,0.45690323625292095,0.46101492602900684,0.4564385082177428,0.18552880644153755,25.832,15.794,1.974,19.0
0.7997750639915466,0.0174,0.8995098039215687,0.9279437609841827,0.09615512469819945,0.09778072018001266,0.5427197217941284,0.09616128720489203,0.4500378093448295,0.4620825637495167,0.44731277233723865,0.1924509981535703,25.6945,15.879,1.985,20.0
