eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6941680908203125,0.0098,0.4946000366099213,0.019450387489047205,0.01945037258788604,0.019450387489047205,0.040059649713000564,0.00994905555027867,0.00994905555027867,0.00994905555027867,0.501020434690293,67.1213,81.39,10.176,0
0.225915789604187,0.0098,0.9154310818231741,0.021231826137715227,0.02487493213385468,0.06460954699405408,0.020667051485600368,0.40762391979884555,0.4385102078845032,0.4385102078845032,0.13074575795849258,67.9797,80.362,10.047,1.0
0.2179187685251236,0.0098,0.9157971810360608,0.028928636969957944,0.037212603480515756,0.0909537427565631,0.029061261559719775,0.4225495419093911,0.4449083294927271,0.4449083294927271,0.12549467638548853,68.0002,80.338,10.044,2.0
0.21980921924114227,0.0098,0.9218378180486912,0.03612876178448879,0.036229497682164755,0.18320514510889518,0.036128748298978795,0.4441477597175427,0.45924714414081325,0.45924714414081325,0.12278142454701478,68.7839,79.423,9.93,3.0
0.29882749915122986,0.0098,0.920190371590701,0.06137515788066965,0.06137525028668981,0.3051795739876596,0.06137521853273263,0.4499799458053041,0.47295839054443717,0.48540510711547047,0.1366520996186415,67.9114,80.443,10.057,4.0
0.3570636808872223,0.0098,0.9223869668680212,0.06945078003740386,0.06945077490643534,0.3465631474619326,0.06945076018009957,0.4740760043160426,0.4743310346037017,0.4945634874404766,0.1431951644785267,68.3305,79.95,9.996,5.0
0.42343252897262573,0.0098,0.9256818597840014,0.06980175025380621,0.06980177336004201,0.3350407765025184,0.06930122443352255,0.4566240816692978,0.4748564457142321,0.49698718246884005,0.14369152865265386,69.4379,78.675,9.836,6.0
0.43884381651878357,0.0098,0.9245835621453414,0.07104321392861648,0.07149636001539156,0.4700438446468777,0.0707264710602995,0.4572318335106318,0.45573188042563595,0.49859519024034776,0.1449166181543588,67.8233,80.548,10.07,7.0
0.4715676009654999,0.0098,0.9280615046677649,0.07025818886522098,0.07025817632338793,0.4552684426307678,0.06973136014692212,0.47879792907451724,0.49899830885882135,0.5008693877448932,0.14158935577104614,67.9253,80.427,10.055,8.0
0.52677321434021,0.0098,0.9262310086033315,0.07288773027549575,0.0729017042073719,0.5077446699142456,0.0720596138797748,0.4863983512997734,0.4823366927185063,0.48840660371272504,0.14605089411160244,69.1615,78.989,9.875,9.0
0.557985782623291,0.0098,0.9267801574226615,0.07190772946143179,0.07208825807298963,0.7129502211298262,0.07164334990090993,0.4900731651159247,0.46108519449240604,0.45726961761444435,0.14424138260563077,67.7574,80.626,10.08,10.0
