eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6955401301383972,0.0097,0.5053999633900788,0.036006072033200054,0.03600607203320008,0.036006072033200054,0.03646061050789316,0.05182163817485828,0.05182163817485828,0.05182163817485828,0.5023840521141342,58.7943,92.917,2.908,0
0.2521815001964569,0.0097,0.8969430715723962,0.008051752662257198,0.013842941263021281,0.039063206554329266,0.010352998311847371,0.3899595462409091,0.4088384454813159,0.4088384454813159,0.1500993399943609,59.5796,91.692,2.87,1.0
0.2448527067899704,0.0097,0.9073768991396669,0.02278671681651824,0.04613926325797347,0.06527528730598653,0.02252012079896322,0.4115740902757978,0.4267519353599968,0.4267519353599968,0.14320323002672591,59.5964,91.667,2.869,2.0
0.20364800095558167,0.0097,0.9196412227713711,0.007801456971197299,0.010367580951685348,0.0357953634315763,0.00821802589061079,0.411998362419389,0.4265090169365641,0.4265090169365641,0.12022263345804406,59.6327,91.611,2.868,3.0
0.22554263472557068,0.0097,0.9163463298553908,0.032389081792257086,0.03440070889200439,0.08673663295257317,0.033015710899905355,0.4275286652203046,0.45019915768295,0.45019915768295,0.1280086632051836,59.6427,91.595,2.867,4.0
0.22158293426036835,0.0097,0.9161632802489474,0.027878842870110665,0.038644551166709826,0.10136941461365456,0.027322489089763317,0.42521618525426785,0.44794941700133367,0.44794941700133367,0.128451708047569,59.5566,91.728,2.871,5.0
0.20499536395072937,0.0097,0.9198242723778144,0.009345018370518585,0.020261305562999075,0.036425845995268435,0.012436877943625841,0.4144682372700034,0.43136537263608693,0.43136537263608693,0.12020424562865291,59.6803,91.538,2.865,6.0
0.20937876403331757,0.0097,0.9229361156873512,0.01781369235387723,0.03216307327194261,0.04311831536629385,0.018844147446869984,0.4171058573032733,0.4451423118408525,0.4451423118408525,0.11861467748896957,59.6153,91.638,2.868,7.0
0.19224362075328827,0.0097,0.9306241991579718,0.011773948985404743,0.019277267558996263,0.06305759536976718,0.011094367953636884,0.4215565112128011,0.44018719760573544,0.44018719760573544,0.10933805975155443,60.0505,90.973,2.848,8.0
0.2042531967163086,0.0097,0.9231191652937946,0.027038331501391788,0.029640103738401077,0.10803310066608374,0.02797098854141054,0.4315557956368994,0.451438581143594,0.451438581143594,0.11624851174685104,59.5859,91.683,2.87,9.0
