eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
1.1092033386230469,0.0097,0.3273560876209883,0.05027799064324817,0.046489156114364806,0.05027799064324817,0.050278014567089024,0.027302257842413535,0.027302257842413535,0.027302257842413535,0.6735059561565863,120.1386,81.697,10.213,0
0.3719826638698578,0.0097,0.8600101884870097,0.018033601010386195,0.02345360170383723,0.09937794340981376,0.01827824110894925,0.3826277554709859,0.368116427054981,0.36336250338728066,0.20690007480059888,124.3976,78.9,9.864,1.0
0.35161373019218445,0.0097,0.8704024452368824,0.03087383613134606,0.021635024722410617,0.09449645701576681,0.030638953076293152,0.4073662056397849,0.3859283682730986,0.3771722186621836,0.1921185106811921,124.1583,79.052,9.883,2.0
0.4091077148914337,0.0097,0.8623535404992358,0.062006584819457505,0.046735718802293234,0.1178050217081289,0.06200660805403427,0.4492986968366017,0.4071681614398774,0.3869534383809593,0.21364580870034655,124.6479,78.742,9.844,3.0
0.4254297912120819,0.0097,0.8717269485481406,0.07355157456954278,0.04990371883231473,0.20194651946215558,0.07340723632005057,0.4920852310622573,0.4343963728104492,0.39405734521148816,0.2070736870321946,124.8994,78.583,9.824,4.0
0.47148212790489197,0.0097,0.8698930208863984,0.08570169223794145,0.057543432624910344,0.24386564281889334,0.08555043227685939,0.5080636986202509,0.4598525375645648,0.3975936724268068,0.21538078715331724,124.2202,79.013,9.878,5.0
0.5867524743080139,0.0097,0.8656138563423331,0.10512517677905665,0.07021683867453662,0.3732873797416687,0.10512518982345574,0.5488459266374592,0.49116342972801624,0.4107499334894811,0.2357420325614014,124.8824,78.594,9.825,6.0
0.722009003162384,0.0097,0.870096790626592,0.11545652860715812,0.07740351740014816,0.2976703145610753,0.11528998808902072,0.6008807087263891,0.503698531963436,0.4541266883474464,0.2439271118589987,124.4171,78.888,9.862,7.0
0.7917589545249939,0.0097,0.8709118695873663,0.11961196155737572,0.08037061962298811,0.35833650827407837,0.11961196902693384,0.6107246965228739,0.556426210473473,0.4565651023458991,0.24706052600618786,125.2685,78.352,9.795,8.0
0.8491072058677673,0.0097,0.8712175241976566,0.12193328474652562,0.08126834235819691,0.6164756715297699,0.1215917997620146,0.6118809464201296,0.5866004643110803,0.4778650337171125,0.24749444552975547,123.9643,79.176,9.898,9.0
0.9030728340148926,0.0097,0.8701986754966887,0.12319787986048983,0.08217334288335433,0.3935790373318231,0.12319788054671756,0.6188845648671247,0.574351811132592,0.5049848288103482,0.24982726375427547,123.2287,79.649,9.957,10.0
