eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6966680288314819,0.0088,0.5091743119266054,0.045483504960296406,0.04548350496029638,0.045483504960296406,0.08147888890373596,0.06331756553792077,0.06331756553792077,0.06331756553792077,0.503498454946152,12.1808,71.588,2.299,0
0.2003455013036728,0.0088,0.9254587155963303,0.020672044827850553,0.026115668998441623,0.11906489554573507,0.023095982610632535,0.4383391942237578,0.4581442257398407,0.4587311215352677,0.11442362315287434,15.0073,58.105,1.866,1.0
0.20865556597709656,0.0088,0.9323394495412844,0.03587130621212337,0.03952958887451491,0.2221527883881017,0.03336082925216867,0.44562516626469867,0.4673485792281399,0.48072009647202063,0.10752899824082036,15.173,57.471,1.845,2.0
0.2089432179927826,0.0088,0.9334862385321101,0.037943315957117564,0.040742688971451994,0.2974841117858886,0.037416620880638775,0.4507566811959557,0.47695805590988005,0.47695805590988005,0.10855311572132641,15.2199,57.294,1.84,3.0
0.20506581664085388,0.0088,0.9392201834862385,0.034311312190983226,0.040525093886663754,0.16474811236063636,0.03511641352275096,0.4620784958603178,0.48284585061755436,0.48284585061755436,0.10191277543126029,15.1865,57.419,1.844,4.0
0.1959703117609024,0.0088,0.9403669724770642,0.034709069228500394,0.034709024250533,0.4554523229598999,0.030950372713968288,0.4425174552531812,0.47234028388923377,0.47234028388923377,0.10415365799634332,15.2125,57.321,1.841,5.0
0.24510325491428375,0.0088,0.9311926605504587,0.050221364910996345,0.050221320155713234,0.37755187352498376,0.05097485244820969,0.4423502518546356,0.4870270565023351,0.4916879629159299,0.11506524570610394,15.1498,57.559,1.848,6.0
0.22324992716312408,0.0088,0.9357798165137615,0.039468756031005796,0.039639496742192366,0.40229979356129963,0.04158449234492189,0.45693779646855043,0.47771201911382377,0.47771201911382377,0.11303838427284323,15.0257,58.034,1.863,7.0
0.2052924782037735,0.0088,0.9392201834862385,0.037252059428516844,0.042160456003129954,0.295430064201355,0.038236287755703695,0.46563750298486817,0.4669558867555376,0.4866030964475187,0.10001686946541072,15.0373,57.989,1.862,8.0
0.22075027227401733,0.0088,0.9426605504587156,0.04114968131441584,0.04272466104804996,0.47491280057213525,0.03743729097854107,0.4482106183863525,0.47717595578881394,0.48778116128129334,0.09729238955033055,14.9987,58.139,1.867,9.0
0.21061572432518005,0.0088,0.9334862385321101,0.042443494115947625,0.04354737333605204,0.5296470522880554,0.04352814348739222,0.4494546081576606,0.479497564476861,0.48275233320827776,0.10771168350606054,15.2606,57.141,1.835,10.0
0.20627526938915253,0.0088,0.9426605504587156,0.04009353219095717,0.041052274032145605,0.23748681374958586,0.04049414061351654,0.4553693296850718,0.4642387803259104,0.489507958068341,0.09580609909672688,15.1476,57.567,1.848,11.0
0.20121297240257263,0.0088,0.9426605504587156,0.03689983268396574,0.0385897591696206,0.2079677326338632,0.036082688479795365,0.461700165493171,0.48683386852913346,0.4836737093850255,0.09785072718808012,15.4763,56.344,1.809,12.0
0.2546249032020569,0.0088,0.9357798165137615,0.049129244657831486,0.052008309122815816,0.31919762917927336,0.04816827061799689,0.45243394387289443,0.47438191088544013,0.49621843606285126,0.11332116262855332,15.4143,56.571,1.816,13.0
0.2522560656070709,0.0088,0.9346330275229358,0.049909857161548186,0.04990978351176862,0.45943932022367207,0.04904790584920743,0.4597064711969103,0.4690746496349214,0.49138494766594465,0.11111601557930281,14.8985,58.529,1.879,14.0
0.23571006953716278,0.0088,0.9323394495412844,0.05080724986047925,0.050807247473431086,0.4354001482327779,0.05156321297271534,0.4524379988925324,0.4887432416108991,0.4957251913610974,0.1128336037284267,15.3173,56.929,1.828,15.0
0.22325700521469116,0.0088,0.9426605504587156,0.045195319783797,0.04519530674261085,0.29919861121611163,0.041272203719944035,0.44663854313858337,0.4858257298869595,0.49180731746763817,0.10007319170776233,14.993,58.161,1.868,16.0
0.24848106503486633,0.0088,0.9380733944954128,0.049545180975297226,0.0512149386896128,0.4713796854019165,0.047620062981176825,0.4598177605146988,0.47912041403679173,0.48983856950861976,0.10908355997786116,14.9812,58.206,1.869,17.0
0.23045873641967773,0.0088,0.9392201834862385,0.04667494589582495,0.04860689448525941,0.5627832412719727,0.04710289336946034,0.46581853874244444,0.48304680516130566,0.4922759397798581,0.10731239331671703,15.0806,57.823,1.857,18.0
0.19361789524555206,0.0088,0.9392201834862385,0.03377518146683318,0.03546861467675795,0.15855752229690556,0.035479995225547664,0.4349631520330037,0.4815683756605722,0.4815683756605722,0.10147682983038366,14.9822,58.202,1.869,19.0
0.19334079325199127,0.0088,0.9438073394495413,0.03457311281097043,0.03526958664975324,0.13636797666549683,0.03333234896353625,0.439854647906878,0.4841430219784251,0.4841430219784251,0.09875494895792473,14.9422,58.358,1.874,20.0
0.21779504418373108,0.0088,0.9461009174311926,0.039708903759991324,0.04092162976002986,0.2125504357474191,0.037680952989180144,0.4659236497585183,0.4795648682039461,0.4853053250790087,0.09671638271158453,14.7539,59.103,1.898,21.0
0.19008414447307587,0.0088,0.9438073394495413,0.0378205696924017,0.03996148362003883,0.29689696100023055,0.03869731423504856,0.45588452656806083,0.48816915504608216,0.48816915504608216,0.09601804029902351,15.1283,57.64,1.851,22.0
0.22084985673427582,0.0088,0.9438073394495413,0.041883902333745136,0.04287918363569664,0.2343229055404663,0.04065476583504895,0.4493134530906341,0.49303788370403195,0.4918650668332035,0.10054642157236558,14.8973,58.534,1.88,23.0
0.26907843351364136,0.0088,0.9403669724770642,0.05056328470006997,0.053776599570399625,0.4675893783569336,0.048349000855323385,0.48762931169005874,0.44683263598694406,0.49992669034764486,0.109691801732855,15.1465,57.571,1.849,24.0
0.2405400276184082,0.0088,0.944954128440367,0.04159564798304789,0.04344036868159816,0.15467720031738286,0.04168912166849189,0.4707330114064376,0.4722833727347509,0.49219126313101874,0.0985290182555266,15.4053,56.604,1.818,25.0
0.23649048805236816,0.0088,0.9334862385321101,0.05130838513921166,0.052594700413531786,0.3836965876467088,0.05195098841955903,0.45550066732858874,0.4846522624182994,0.48814610372844297,0.11531229631792389,15.3672,56.744,1.822,26.0
0.28203678131103516,0.0088,0.9369266055045872,0.05266789886929578,0.05266786039376485,0.6179729700088501,0.05174730663452674,0.45449800530604545,0.4712674257976879,0.5021280254261351,0.11429542517429286,14.8294,58.802,1.888,27.0
0.2620137631893158,0.0088,0.9426605504587156,0.04795609250528005,0.05086296168049167,0.7707207202911377,0.047831106008192806,0.48758544040120344,0.46801148020558275,0.4971435295281131,0.10373013879303855,14.2623,61.14,1.963,28.0
0.23775321245193481,0.0088,0.9415137614678899,0.04552407808806913,0.049185388406723665,0.5974295735359192,0.04552266644228489,0.46507845008414495,0.4745508202534643,0.4921531845902124,0.10493390516380291,14.5607,59.887,1.923,29.0
0.2170581966638565,0.0088,0.9461009174311926,0.044719886615735636,0.04534823946770145,0.6563947200775146,0.041515011511264584,0.45773840197926724,0.4602935542548069,0.49184067267791043,0.09773642814393688,14.3938,60.582,1.945,30.0
0.22599713504314423,0.0088,0.9461009174311926,0.043845616417740485,0.044824742654139826,0.5275648832321167,0.04259932622176792,0.47119221237864023,0.47768526660986566,0.49498430137177274,0.0977486216117128,14.5732,59.836,1.921,31.0
0.25288400053977966,0.0088,0.9357798165137615,0.04960182767122159,0.053217179621617886,0.44051740566889447,0.049328227450541384,0.4401398310718372,0.4612775731602014,0.4948993410686244,0.11211117675024063,14.7566,59.092,1.897,32.0
0.2255082130432129,0.0088,0.9426605504587156,0.044777185339993315,0.046214955650086306,0.3123778700828552,0.042014017291025295,0.4619066719485407,0.4688503477246329,0.49559984994266426,0.10000682342901922,14.6712,59.436,1.909,33.0
0.23751021921634674,0.0088,0.9438073394495413,0.04159009955618355,0.04375051586608906,0.24246734380722046,0.041151986688102056,0.46263138920431085,0.473962840120175,0.48925614702105313,0.10040068911680063,14.5746,59.83,1.921,34.0
0.2248992919921875,0.0088,0.9426605504587156,0.0455417838118492,0.047386268800212114,0.35313628911972045,0.04340587918638089,0.4597073368809872,0.47220512765916356,0.4891225041562868,0.10131140511598152,14.0727,61.964,1.99,35.0
0.23592330515384674,0.0088,0.9415137614678899,0.04925738698845607,0.051552683430341514,0.45000791549682617,0.049069427158854415,0.47455826674386403,0.48183490517697,0.4941259428844472,0.10574486490082317,14.4671,60.275,1.935,36.0
0.2481667697429657,0.0088,0.9403669724770642,0.0486837931045699,0.048683755535796874,0.428292195002238,0.04887629997566207,0.475287613545677,0.46732754248232844,0.49692947361733086,0.10297668201477608,13.9813,62.369,2.003,37.0
