eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_hyper_B_std,eval_hyper_B_mean,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6950735449790955,0.0137,0.4908256880733945,0.03038641290927152,0.030386412909271493,0.03038641290927152,0.06732555820581017,0.04640893067378516,0.04640893067378516,0.04640893067378516,0.5019249635471916,1.2345917344003254e-10,0.017535092309117317,9.5417,91.389,2.934,0
0.409751832485199,0.0137,0.8176605504587156,0.048173795531102306,0.12115637543226737,0.11472111857020773,0.06721422185591602,0.3727076446355551,0.3727076446355551,0.3727076446355551,0.26062612243029093,1.1294787327642553e-10,0.01745232194662094,9.9453,87.679,2.815,1.0
0.28085726499557495,0.0137,0.8990825688073395,0.044190602496676515,0.05791010141667459,0.18778463151003866,0.04336535294941807,0.439754868430861,0.4507475002378294,0.4507475002378294,0.16106230058387339,1.2752347788858032e-10,0.017323486506938934,9.8404,88.614,2.845,2.0
0.21799041330814362,0.0137,0.9105504587155964,0.014103692742662682,0.02200357357591151,0.10055459793223886,0.017191290992115617,0.42784708285698103,0.43828962289529566,0.43828962289529566,0.1275459333022019,1.3955059330328368e-10,0.018151208758354187,9.8231,88.77,2.85,3.0
0.22209084033966064,0.0137,0.9151376146788991,0.025002061227046034,0.02783745454053968,0.1064317798614502,0.028137261167578732,0.44098559560296424,0.45045035880127354,0.45045035880127354,0.12660412639326024,1.5263405817034226e-10,0.020223256200551987,9.825,88.753,2.85,4.0
0.21284368634223938,0.0137,0.9243119266055045,0.01937162424993081,0.026288760065553942,0.14994567055856023,0.012631374009705454,0.4317468759600553,0.4433250575531445,0.4433250575531445,0.11851297081618521,1.6315009065959174e-10,0.023355083540081978,9.8132,88.86,2.853,5.0
0.21811151504516602,0.0137,0.9208715596330275,0.029682859094864684,0.03262400194370284,0.17118368650737564,0.02586221277987191,0.43717553596727343,0.45738168569215476,0.45738168569215476,0.11981773914573425,2.166563178862546e-10,0.028114018961787224,9.8303,88.706,2.848,6.0
0.29751551151275635,0.0137,0.8910550458715596,0.05584852937438077,0.08383160749121377,0.21213390524425202,0.0472386974943887,0.44849682394891416,0.45016078376841356,0.45016078376841356,0.17377041715088823,2.575291091488907e-10,0.034509092569351196,9.9125,87.97,2.825,7.0
0.23961219191551208,0.0137,0.9139908256880734,0.04144823701556666,0.052297732474521616,0.2907589052034461,0.041692775733973994,0.44427446440117446,0.4642167496375119,0.46460335656352786,0.12488989571366663,2.9518312794074575e-10,0.038990505039691925,9.8243,88.76,2.85,8.0
0.22345489263534546,0.0137,0.9231651376146789,0.034921344472180774,0.03570693099087342,0.18653982480367026,0.03493250592039266,0.448263398766767,0.47100665220368443,0.4723778216641155,0.12009724858478907,3.234248424632824e-10,0.044896919280290604,9.7869,89.099,2.861,9.0
0.23338116705417633,0.0137,0.9254587155963303,0.028509237624089672,0.04464354442268045,0.045252442359924316,0.027521157004964453,0.45213787142956074,0.46076004987392283,0.46642967873669994,0.12170666842215619,3.4022681894008144e-10,0.04959201440215111,9.907,88.018,2.826,10.0
0.23769299685955048,0.0137,0.9128440366972477,0.037631371425926166,0.0381698913171614,0.23803000387392548,0.03910573975208704,0.44606490659790465,0.45788883266341074,0.4630863654783419,0.1298440150282627,3.915090474038152e-10,0.05158351734280586,9.8127,88.865,2.853,11.0
0.23919247090816498,0.0137,0.9185779816513762,0.038828478425467786,0.045471104474443455,0.22051486798695158,0.0390273538341216,0.4412429320549521,0.46438115115580847,0.4711633761299383,0.12673321198234788,4.2147499379474596e-10,0.05561090633273125,9.806,88.925,2.855,12.0
