eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.7085044384002686,0.0047,0.5053999633900788,0.08680107614048319,82.2399,66.428,2.079,0
0.6500044465065002,0.0047,0.6198059674171701,0.030270972444791617,93.3431,58.526,1.832,1.0
0.643480658531189,0.0047,0.6241991579718104,0.014983792150498502,90.1224,60.618,1.897,2.0
0.6417011022567749,0.0047,0.6258466044298004,0.010810876283238865,89.797,60.837,1.904,3.0
0.6453897356987,0.0047,0.6258466044298004,0.03250136745078602,92.8528,58.835,1.842,4.0
0.6493180394172668,0.0047,0.6099212886692293,0.03844398703087211,89.6499,60.937,1.907,5.0
0.654032826423645,0.0047,0.6220025626944902,0.06023724979693564,92.6734,58.949,1.845,6.0
0.6465822458267212,0.0047,0.6220025626944902,0.03561573752592318,89.7584,60.863,1.905,7.0
0.6588916778564453,0.0047,0.61925681859784,0.05637435973748912,93.3372,58.53,1.832,8.0
0.6506075263023376,0.0047,0.6174263225334066,0.04150862018856486,90.8289,60.146,1.883,9.0
0.6474320888519287,0.0047,0.6231008603331503,0.03893804855667889,92.6335,58.974,1.846,10.0
0.6563467383384705,0.0047,0.6170602233205199,0.05397385095864803,92.269,59.207,1.853,11.0
0.6758384704589844,0.0047,0.6165110745011898,0.08459093967637102,91.6612,59.6,1.866,12.0
0.6637213230133057,0.0047,0.6201720666300568,0.0700850997371768,89.8655,60.791,1.903,13.0
0.6715638637542725,0.0047,0.609189090243456,0.06450317978706199,92.0094,59.374,1.859,14.0
0.676912784576416,0.0047,0.6088229910305692,0.08008325815680874,90.5325,60.343,1.889,15.0
0.6934661865234375,0.0047,0.6005857587406187,0.10712441329050036,91.9791,59.394,1.859,16.0
0.689015805721283,0.0047,0.6148636280431997,0.10061655058957666,92.9575,58.769,1.84,17.0
0.7095531225204468,0.0047,0.6088229910305692,0.12005459082861995,91.6065,59.636,1.867,18.0
0.7245410084724426,0.0047,0.600219659527732,0.12358200571900559,90.3018,60.497,1.894,19.0
0.7109793424606323,0.0047,0.6060772469339191,0.11852669127799642,92.2816,59.199,1.853,20.0
0.7048466205596924,0.0047,0.6015010067728355,0.11858375519159489,90.8557,60.128,1.882,21.0
0.7227299213409424,0.0047,0.6013179571663921,0.12891650724690323,89.7667,60.858,1.905,22.0
0.7270050048828125,0.0047,0.6055280981145891,0.13385373842753315,91.6871,59.583,1.865,23.0
0.7346078157424927,0.0047,0.6057111477210324,0.13603245376253137,89.4296,61.087,1.912,24.0
0.7371993064880371,0.0047,0.6022332051986088,0.13811961172614673,89.0389,61.355,1.921,25.0
