eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6934667229652405,0.0042,0.5091743119266054,0.012894248196838154,8.8139,98.935,3.177,0
0.20757915079593658,0.0042,0.926605504587156,0.031638811692732166,8.8427,98.612,3.166,1.0
0.19556832313537598,0.0042,0.9392201834862385,0.028765873556290206,8.8147,98.925,3.177,2.0
0.2547728419303894,0.0042,0.9254587155963303,0.05519245100130733,8.7954,99.142,3.183,3.0
0.22741833329200745,0.0042,0.9380733944954128,0.04743242113415255,8.8222,98.841,3.174,4.0
0.20703478157520294,0.0042,0.9346330275229358,0.03889757428967622,8.8247,98.814,3.173,5.0
0.25391054153442383,0.0042,0.9403669724770642,0.04842816976779098,8.7997,99.094,3.182,6.0
0.29657360911369324,0.0042,0.9243119266055045,0.0547010002469798,8.8258,98.801,3.173,7.0
0.21863652765750885,0.0042,0.9369266055045872,0.044749637946076386,8.8174,98.895,3.176,8.0
0.2662208378314972,0.0042,0.9311926605504587,0.05412007041207152,8.8071,99.011,3.179,9.0
0.2100580483675003,0.0042,0.9438073394495413,0.037172507255449204,8.8148,98.924,3.176,10.0
0.22263242304325104,0.0042,0.9415137614678899,0.03586322711695224,8.8189,98.879,3.175,11.0
0.21788448095321655,0.0042,0.9415137614678899,0.04149867320826299,8.8138,98.935,3.177,12.0
0.21597720682621002,0.0042,0.944954128440367,0.03797027468681331,8.8154,98.917,3.176,13.0
0.26378175616264343,0.0042,0.9426605504587156,0.0486340161857255,8.835,98.699,3.169,14.0
0.1951088011264801,0.0042,0.9438073394495413,0.03809149453946208,8.8042,99.044,3.18,15.0
0.22732754051685333,0.0042,0.9438073394495413,0.0440039861639705,8.7923,99.177,3.185,16.0
0.24023494124412537,0.0042,0.9346330275229358,0.04932679263276786,8.7903,99.2,3.185,17.0
0.19962157309055328,0.0042,0.944954128440367,0.03667451427617202,8.8288,98.767,3.171,18.0
0.21545417606830597,0.0042,0.9380733944954128,0.040309288427917256,8.8221,98.843,3.174,19.0
0.21325509250164032,0.0042,0.9426605504587156,0.04194782147987175,8.8133,98.941,3.177,20.0
0.2123042494058609,0.0042,0.944954128440367,0.040466619330808674,8.8002,99.089,3.182,21.0
0.1975196897983551,0.0042,0.944954128440367,0.04238401722470558,8.8256,98.804,3.173,22.0
0.21991170942783356,0.0042,0.9461009174311926,0.04376127413653452,8.8158,98.914,3.176,23.0
0.3001212775707245,0.0042,0.9438073394495413,0.05151915755293786,8.8085,98.995,3.179,24.0
0.22548411786556244,0.0042,0.9472477064220184,0.04178011554096817,8.8156,98.915,3.176,25.0
0.22843128442764282,0.0042,0.9426605504587156,0.04308778724265759,8.8153,98.919,3.176,26.0
0.2613884508609772,0.0042,0.9461009174311926,0.04657106737204644,8.8195,98.872,3.175,27.0
0.27338454127311707,0.0042,0.944954128440367,0.05019500755935637,8.8314,98.738,3.17,28.0
0.22314032912254333,0.0042,0.9426605504587156,0.04428464557052751,8.8142,98.931,3.177,29.0
0.25080034136772156,0.0042,0.948394495412844,0.04511353838334385,8.8347,98.701,3.169,30.0
0.2784625291824341,0.0042,0.9426605504587156,0.047770765396433115,8.8205,98.86,3.174,31.0
0.2800278663635254,0.0042,0.9323394495412844,0.05648482953189706,8.8157,98.915,3.176,32.0
0.2955155670642853,0.0042,0.9357798165137615,0.055116459590579446,8.8217,98.847,3.174,33.0
0.29009780287742615,0.0042,0.9357798165137615,0.052759749080063006,8.819,98.878,3.175,34.0
0.285760760307312,0.0042,0.9438073394495413,0.051576434198869425,8.8172,98.897,3.176,35.0
0.2716262936592102,0.0042,0.9403669724770642,0.05363860480282283,8.8107,98.971,3.178,36.0
0.26340121030807495,0.0042,0.9380733944954128,0.053322842293376235,8.8068,99.014,3.179,37.0
0.33457258343696594,0.0042,0.9323394495412844,0.06253526216253229,8.8179,98.889,3.175,38.0
0.281169056892395,0.0042,0.9461009174311926,0.05087976895887922,8.8112,98.964,3.178,39.0
0.27463218569755554,0.0042,0.9438073394495413,0.04923122574429994,8.8136,98.938,3.177,40.0
0.27009278535842896,0.0042,0.9380733944954128,0.0532539555922561,8.7963,99.133,3.183,41.0
0.281552791595459,0.0042,0.9415137614678899,0.05356535137793341,8.8085,98.995,3.179,42.0
0.2713938057422638,0.0042,0.9415137614678899,0.05306658018893059,8.8138,98.936,3.177,43.0
0.2894315719604492,0.0042,0.9461009174311926,0.05074362128699589,8.8152,98.92,3.176,44.0
0.29798126220703125,0.0042,0.9426605504587156,0.051383412212406776,8.8297,98.757,3.171,45.0
0.2729357182979584,0.0042,0.9426605504587156,0.05006338266331127,8.8254,98.806,3.173,46.0
0.26686620712280273,0.0042,0.948394495412844,0.04773127998507351,8.8091,98.988,3.179,47.0
0.318351686000824,0.0042,0.9438073394495413,0.05304159572638507,8.8101,98.977,3.178,48.0
0.35088932514190674,0.0042,0.9403669724770642,0.05541679543366125,8.8231,98.831,3.173,49.0
0.3008538782596588,0.0042,0.9392201834862385,0.0552781385566117,8.8226,98.837,3.174,50.0
0.292815625667572,0.0042,0.9392201834862385,0.05317238014225561,8.8137,98.937,3.177,51.0
0.30640897154808044,0.0042,0.9415137614678899,0.052502111489072814,8.815,98.922,3.176,52.0
0.30998945236206055,0.0042,0.9438073394495413,0.051937024049255785,8.8023,99.065,3.181,53.0
0.31401216983795166,0.0042,0.9426605504587156,0.052217429247471206,8.8182,98.886,3.175,54.0
0.33762145042419434,0.0042,0.9438073394495413,0.05372289014518813,8.8009,99.081,3.182,55.0
0.3222338557243347,0.0042,0.9472477064220184,0.04804739731987679,8.8175,98.894,3.175,56.0
0.3275296986103058,0.0042,0.948394495412844,0.048649685303552466,8.8126,98.95,3.177,57.0
0.3199649751186371,0.0042,0.948394495412844,0.048535727579659224,8.8013,99.076,3.181,58.0
0.3464004099369049,0.0042,0.948394495412844,0.047349474777322334,8.8067,99.016,3.179,59.0
0.34046873450279236,0.0042,0.948394495412844,0.0482503403354129,8.8092,98.987,3.178,60.0
