eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6955401301383972,0.0042,0.5053999633900788,0.03634808034266651,81.1226,67.343,2.108,0
0.24882756173610687,0.0042,0.9015193117334798,0.010439574227498057,94.5373,57.787,1.809,1.0
0.27375471591949463,0.0042,0.8899871865275489,0.027647632197890345,93.6066,58.361,1.827,2.0
0.22871588170528412,0.0042,0.9112209408749771,0.0188698489085977,93.7193,58.291,1.825,3.0
0.25377601385116577,0.0042,0.9081090975654402,0.04425856073370086,95.3345,57.303,1.794,4.0
0.22956058382987976,0.0042,0.9088412959912137,0.03250333915017756,94.0034,58.115,1.819,5.0
0.20837907493114471,0.0042,0.9194581731649277,0.007750762582545315,93.9796,58.13,1.82,6.0
0.23112750053405762,0.0042,0.9125022881200805,0.02458470550273859,93.1133,58.67,1.836,7.0
0.21285851299762726,0.0042,0.9168954786747209,0.019545518476928606,94.0326,58.097,1.819,8.0
0.2305704802274704,0.0042,0.9136005857587406,0.0287985513220334,93.678,58.317,1.825,9.0
0.2068849354982376,0.0042,0.9216547684422478,0.01593484669929239,93.1736,58.633,1.835,10.0
0.2187618911266327,0.0042,0.9192751235584844,0.0251917044976332,93.4256,58.474,1.83,11.0
0.21212227642536163,0.0042,0.9200073219842577,0.024965997691907743,93.2144,58.607,1.834,12.0
0.20261776447296143,0.0042,0.9225700164744646,0.013892186608873985,92.7007,58.932,1.845,13.0
0.209224134683609,0.0042,0.9205564708035878,0.02512208019532758,93.4556,58.456,1.83,14.0
0.214621439576149,0.0042,0.9196412227713711,0.027832046372100974,93.2789,58.566,1.833,15.0
0.22267566621303558,0.0042,0.9170785282811642,0.02826699287752171,95.9885,56.913,1.781,16.0
